dataset,seed,rate,mode,inherited,source_metadata,checkpoint,checkpoint_sha256,mask_sha256
iemocap4,69,0,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,e7868e6fab4252c86dc02fc8ec67f53acd786faf1fd4bea2a97fa80226ada3dc
iemocap4,69,0,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,e7868e6fab4252c86dc02fc8ec67f53acd786faf1fd4bea2a97fa80226ada3dc
iemocap4,69,0,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,e7868e6fab4252c86dc02fc8ec67f53acd786faf1fd4bea2a97fa80226ada3dc
iemocap4,69,0.1,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,768dad59eda1a5d1f51fc4c8b1c170df6875953dc2f2b30aa04e085692801583
iemocap4,69,0.1,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,768dad59eda1a5d1f51fc4c8b1c170df6875953dc2f2b30aa04e085692801583
iemocap4,69,0.1,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,768dad59eda1a5d1f51fc4c8b1c170df6875953dc2f2b30aa04e085692801583
iemocap4,69,0.1,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,768dad59eda1a5d1f51fc4c8b1c170df6875953dc2f2b30aa04e085692801583
iemocap4,69,0.3,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,bbad9c519ff8a4fce16e8e88f77ed2f2b2a47a63e57197bc0dc08369acc859ea
iemocap4,69,0.3,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,bbad9c519ff8a4fce16e8e88f77ed2f2b2a47a63e57197bc0dc08369acc859ea
iemocap4,69,0.3,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,bbad9c519ff8a4fce16e8e88f77ed2f2b2a47a63e57197bc0dc08369acc859ea
iemocap4,69,0.3,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,bbad9c519ff8a4fce16e8e88f77ed2f2b2a47a63e57197bc0dc08369acc859ea
iemocap4,69,0.5,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,f408d10ed9aec2283a1512b57eaa818afe682fecdb1dd5a70a99b5145c03fc83
iemocap4,69,0.5,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,f408d10ed9aec2283a1512b57eaa818afe682fecdb1dd5a70a99b5145c03fc83
iemocap4,69,0.5,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,f408d10ed9aec2283a1512b57eaa818afe682fecdb1dd5a70a99b5145c03fc83
iemocap4,69,0.5,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,f408d10ed9aec2283a1512b57eaa818afe682fecdb1dd5a70a99b5145c03fc83
iemocap4,69,0.7,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,8dfa234f5b86b8606e574357c00bebbf53cc5327b235581f06121fc0638e0dff
iemocap4,69,0.7,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,8dfa234f5b86b8606e574357c00bebbf53cc5327b235581f06121fc0638e0dff
iemocap4,69,0.7,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,8dfa234f5b86b8606e574357c00bebbf53cc5327b235581f06121fc0638e0dff
iemocap4,69,0.7,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed69/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_69/best.pt,98f355a5d434c973eb6a6d5c4d48df137d25f14f7f28d44509127e899ee71391,8dfa234f5b86b8606e574357c00bebbf53cc5327b235581f06121fc0638e0dff
iemocap4,70,0,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,f9135ead6b961368363dc83e9e160b0002f47ee5e5f3e3089735a8df9587fb99
iemocap4,70,0,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,f9135ead6b961368363dc83e9e160b0002f47ee5e5f3e3089735a8df9587fb99
iemocap4,70,0,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,f9135ead6b961368363dc83e9e160b0002f47ee5e5f3e3089735a8df9587fb99
iemocap4,70,0,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,f9135ead6b961368363dc83e9e160b0002f47ee5e5f3e3089735a8df9587fb99
iemocap4,70,0.1,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,3f9903b8ea526519e2a6284f14dbbb2b2e17184fe08a43fbed52d1609958d79c
iemocap4,70,0.1,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,3f9903b8ea526519e2a6284f14dbbb2b2e17184fe08a43fbed52d1609958d79c
iemocap4,70,0.1,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,3f9903b8ea526519e2a6284f14dbbb2b2e17184fe08a43fbed52d1609958d79c
iemocap4,70,0.1,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,3f9903b8ea526519e2a6284f14dbbb2b2e17184fe08a43fbed52d1609958d79c
iemocap4,70,0.3,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,996adb1400312a842b0fe754faff2ce98b61a16c606f0709416d5d89df714f7d
iemocap4,70,0.3,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,996adb1400312a842b0fe754faff2ce98b61a16c606f0709416d5d89df714f7d
iemocap4,70,0.3,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,996adb1400312a842b0fe754faff2ce98b61a16c606f0709416d5d89df714f7d
iemocap4,70,0.3,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,996adb1400312a842b0fe754faff2ce98b61a16c606f0709416d5d89df714f7d
iemocap4,70,0.5,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,96a4b96060e25463cf9b0c8414f266169494092b676ced5722d5f27307eb5f7f
iemocap4,70,0.5,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,96a4b96060e25463cf9b0c8414f266169494092b676ced5722d5f27307eb5f7f
iemocap4,70,0.5,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,96a4b96060e25463cf9b0c8414f266169494092b676ced5722d5f27307eb5f7f
iemocap4,70,0.5,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,96a4b96060e25463cf9b0c8414f266169494092b676ced5722d5f27307eb5f7f
iemocap4,70,0.7,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,2e2920e2b2af7fa34ba90f5bc16a535d7088ec2058c9f17fa178aebec00831d3
iemocap4,70,0.7,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,2e2920e2b2af7fa34ba90f5bc16a535d7088ec2058c9f17fa178aebec00831d3
iemocap4,70,0.7,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_intervention_20260909/full5/iemocap4_seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,2e2920e2b2af7fa34ba90f5bc16a535d7088ec2058c9f17fa178aebec00831d3
iemocap4,70,0.7,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/iemocap4/seed70/metadata.json,/data2/yb/remote_experiments/osram_forward_only_iemocap_20260908/iemocap4/seed_70/best.pt,5a9d795cd796890fbaaf15631c0557855b20881ff0ec826fea7a45cd5167d1a0,2e2920e2b2af7fa34ba90f5bc16a535d7088ec2058c9f17fa178aebec00831d3
mosi,66,0,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,39dc6d8f9d328896ef9b21779f84fccad3f8aaf280e6a98e99b27bf601156282
mosi,66,0,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,39dc6d8f9d328896ef9b21779f84fccad3f8aaf280e6a98e99b27bf601156282
mosi,66,0,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,39dc6d8f9d328896ef9b21779f84fccad3f8aaf280e6a98e99b27bf601156282
mosi,66,0,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,39dc6d8f9d328896ef9b21779f84fccad3f8aaf280e6a98e99b27bf601156282
mosi,66,0.1,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,9403d93d757c01bbcea4b33bb11a431966b82fc97052d5a2b7cf4d2d53fd00a7
mosi,66,0.1,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,9403d93d757c01bbcea4b33bb11a431966b82fc97052d5a2b7cf4d2d53fd00a7
mosi,66,0.1,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,9403d93d757c01bbcea4b33bb11a431966b82fc97052d5a2b7cf4d2d53fd00a7
mosi,66,0.1,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,9403d93d757c01bbcea4b33bb11a431966b82fc97052d5a2b7cf4d2d53fd00a7
mosi,66,0.3,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a7016e1047e753d8182480f52932a7545ad69c4c485d715881e0dde865eb5196
mosi,66,0.3,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a7016e1047e753d8182480f52932a7545ad69c4c485d715881e0dde865eb5196
mosi,66,0.3,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a7016e1047e753d8182480f52932a7545ad69c4c485d715881e0dde865eb5196
mosi,66,0.3,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a7016e1047e753d8182480f52932a7545ad69c4c485d715881e0dde865eb5196
mosi,66,0.5,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a387d3c7b0c8286ed3b1bd53fa9e937774cc2d063d6dd49a76d0302c2334ee2e
mosi,66,0.5,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a387d3c7b0c8286ed3b1bd53fa9e937774cc2d063d6dd49a76d0302c2334ee2e
mosi,66,0.5,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a387d3c7b0c8286ed3b1bd53fa9e937774cc2d063d6dd49a76d0302c2334ee2e
mosi,66,0.5,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,a387d3c7b0c8286ed3b1bd53fa9e937774cc2d063d6dd49a76d0302c2334ee2e
mosi,66,0.7,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,43a5b2b577231e490491178c8081f84837f54618b5f2058da9a1bf4c86a8659f
mosi,66,0.7,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,43a5b2b577231e490491178c8081f84837f54618b5f2058da9a1bf4c86a8659f
mosi,66,0.7,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,43a5b2b577231e490491178c8081f84837f54618b5f2058da9a1bf4c86a8659f
mosi,66,0.7,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed66/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_66/best.pt,ad45e02e2edc6b9127855739ac0f10e4fadf8f9e340adfa660fed1b141a07df3,43a5b2b577231e490491178c8081f84837f54618b5f2058da9a1bf4c86a8659f
mosi,67,0,reference,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed67/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_67/best.pt,273933008b3638987e50a98da3e6c2957e6bff0cae90941fe8816bfb4cc4fa06,7a45d56d151e9e568ac81598598203540ceee1653892f30f2d58c1be920f64fe
mosi,67,0,fixed0.95,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed67/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_67/best.pt,273933008b3638987e50a98da3e6c2957e6bff0cae90941fe8816bfb4cc4fa06,7a45d56d151e9e568ac81598598203540ceee1653892f30f2d58c1be920f64fe
mosi,67,0,fixed0.9,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed67/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_67/best.pt,273933008b3638987e50a98da3e6c2957e6bff0cae90941fe8816bfb4cc4fa06,7a45d56d151e9e568ac81598598203540ceee1653892f30f2d58c1be920f64fe
mosi,67,0,fixed0.8,True,/data2/yb/paper/GCNet_TPAMI/.worktrees/missing-m3-target-ple/experiments/osram_write_step_grid_20260909/mosi/seed67/metadata.json,/data2/yb/remote_experiments/osram_forward_only_mosi_20260908/seed_67/best.pt,273933008b3638987e50a98da3e6c2957e6bff0cae90941fe8816bfb4cc4fa06,7a45d56d151e9e568ac81598598203540ceee1653892f30f2d58c1be920f64fe
