method,mode,seed,rate,pattern,n,weighted_f1
U2,Uniform,67,0.1,TV,59,86.23985498290283
U2,Uniform,67,0.1,A,5,78.09523809523809
U2,Uniform,67,0.1,AV,62,36.64414681363834
U2,Uniform,67,0.1,AT,61,80.02658690594882
U2,Uniform,67,0.1,ATV,486,87.16787314613762
U2,Uniform,67,0.2,V,24,71.36363636363637
U2,Uniform,67,0.2,T,16,85.71428571428571
U2,Uniform,67,0.2,TV,85,86.66556963413964
U2,Uniform,67,0.2,A,19,37.5
U2,Uniform,67,0.2,AV,93,44.06059198826367
U2,Uniform,67,0.2,AT,80,89.325746799431
U2,Uniform,67,0.2,ATV,369,87.70869732369545
U2,Uniform,67,0.3,V,53,52.23376623376622
U2,Uniform,67,0.3,T,58,84.07061024082302
U2,Uniform,67,0.3,TV,93,86.56481227733624
U2,Uniform,67,0.3,A,49,45.617563264622085
U2,Uniform,67,0.3,AV,103,54.545454545454554
U2,Uniform,67,0.3,AT,97,93.70574162679426
U2,Uniform,67,0.3,ATV,233,82.95098247854153
U2,Uniform,67,0.4,V,94,48.888888888888886
U2,Uniform,67,0.4,T,90,86.36363636363636
U2,Uniform,67,0.4,TV,85,86.59206391165154
U2,Uniform,67,0.4,A,79,50.66666666666667
U2,Uniform,67,0.4,AV,92,53.22899640054742
U2,Uniform,67,0.4,AT,93,81.05166685760109
U2,Uniform,67,0.4,ATV,153,84.36397115237074
U2,Uniform,67,0.5,V,120,54.09125795673886
U2,Uniform,67,0.5,T,110,82.44897959183673
U2,Uniform,67,0.5,TV,85,88.33474218089603
U2,Uniform,67,0.5,A,125,37.656057675400035
U2,Uniform,67,0.5,AV,85,50.19480519480519
U2,Uniform,67,0.5,AT,81,82.62891435059143
U2,Uniform,67,0.5,ATV,80,88.04782596184282
U2,Uniform,67,0.6,V,161,46.968243054348726
U2,Uniform,67,0.6,T,153,83.76765144776789
U2,Uniform,67,0.6,TV,58,91.52551383882526
U2,Uniform,67,0.6,A,148,43.340484182284385
U2,Uniform,67,0.6,AV,65,46.82306940371457
U2,Uniform,67,0.6,AT,68,91.12721277334259
U2,Uniform,67,0.6,ATV,33,83.66228070175438
U2,Uniform,67,0.7,V,187,53.77906219896378
U2,Uniform,67,0.7,T,171,86.6020508554563
U2,Uniform,67,0.7,TV,41,73.68421052631578
U2,Uniform,67,0.7,A,168,45.416159671648835
U2,Uniform,67,0.7,AV,55,48.096132502347814
U2,Uniform,67,0.7,AT,46,95.47348484848487
U2,Uniform,67,0.7,ATV,18,94.42724458204333
U2,Uniform,68,0.0,V,0,None
U2,Uniform,68,0.0,T,0,None
U2,Uniform,68,0.0,TV,0,None
U2,Uniform,68,0.0,A,0,None
U2,Uniform,68,0.0,AV,0,None
U2,Uniform,68,0.0,AT,0,None
U2,Uniform,68,0.0,ATV,686,87.74958571752225
U2,Uniform,68,0.1,V,3,100.0
U2,Uniform,68,0.1,T,8,73.33333333333334
U2,Uniform,68,0.1,TV,75,90.12499752382084
U2,Uniform,68,0.1,A,4,66.66666666666666
U2,Uniform,68,0.1,AV,57,35.00248990206385
U2,Uniform,68,0.1,AT,50,87.12605983042712
U2,Uniform,68,0.1,ATV,489,86.45065650977665
U2,Uniform,68,0.2,V,29,46.85598377281947
U2,Uniform,68,0.2,T,19,78.94736842105263
U2,Uniform,68,0.2,TV,97,83.64491367188401
U2,Uniform,68,0.2,A,25,53.027950310559014
U2,Uniform,68,0.2,AV,91,58.07552805632601
U2,Uniform,68,0.2,AT,83,91.08692176895464
U2,Uniform,68,0.2,ATV,342,85.45869929339977
U2,Uniform,68,0.3,V,41,48.45651872078493
U2,Uniform,68,0.3,T,63,86.29624909731957
U2,Uniform,68,0.3,TV,102,85.51320311086995
U2,Uniform,68,0.3,A,49,60.406334986402165
U2,Uniform,68,0.3,AV,97,54.54972759320585
U2,Uniform,68,0.3,AT,96,89.24731182795699
U2,Uniform,68,0.3,ATV,238,86.35801414974016
U2,Uniform,68,0.4,V,70,48.36923076923077
U2,Uniform,68,0.4,T,68,92.19322344322345
U2,Uniform,68,0.4,TV,108,89.24365959937049
U2,Uniform,68,0.4,A,87,52.47824095281723
U2,Uniform,68,0.4,AV,92,49.90106706239842
U2,Uniform,68,0.4,AT,96,84.90126281888296
U2,Uniform,68,0.4,ATV,165,88.51514054415868
U2,Uniform,68,0.5,V,105,53.29939163826207
U2,Uniform,68,0.5,T,117,86.20689655172413
U2,Uniform,68,0.5,TV,90,87.0755270744893
U2,Uniform,68,0.5,A,116,48.649818244763715
U2,Uniform,68,0.5,AV,88,52.942836303233264
U2,Uniform,68,0.5,AT,92,86.29227914942201
U2,Uniform,68,0.5,ATV,78,85.47553093259464
U2,Uniform,68,0.6,V,152,55.690073267198336
U2,Uniform,68,0.6,T,150,84.95555902073912
U2,Uniform,68,0.6,TV,67,88.93991282689913
U2,Uniform,68,0.6,A,154,49.27122173260375
U2,Uniform,68,0.6,AV,52,55.48103990726943
U2,Uniform,68,0.6,AT,73,87.10342611794259
U2,Uniform,68,0.6,ATV,38,97.35104452253157
U2,Uniform,68,0.7,V,203,46.20334620334621
U2,Uniform,68,0.7,T,137,87.88657149696596
U2,Uniform,68,0.7,TV,44,81.13165266106444
U2,Uniform,68,0.7,A,188,49.998739895070315
U2,Uniform,68,0.7,AV,46,57.90514496396849
U2,Uniform,68,0.7,AT,46,88.69149718206323
U2,Uniform,68,0.7,ATV,22,81.81818181818183
U2,Uniform,69,0.0,V,0,None
U2,Uniform,69,0.0,T,0,None
U2,Uniform,69,0.0,TV,0,None
U2,Uniform,69,0.0,A,0,None
U2,Uniform,69,0.0,AV,0,None
U2,Uniform,69,0.0,AT,0,None
U2,Uniform,69,0.0,ATV,686,87.20121463804566
U2,Uniform,69,0.1,V,7,79.12087912087912
U2,Uniform,69,0.1,T,7,83.80952380952381
U2,Uniform,69,0.1,TV,52,83.6734693877551
U2,Uniform,69,0.1,A,9,57.692307692307686
U2,Uniform,69,0.1,AV,58,47.80623973727422
U2,Uniform,69,0.1,AT,49,85.23954116059379
U2,Uniform,69,0.1,ATV,504,86.7436103071934
U2,Uniform,69,0.2,V,24,45.546737213403894
U2,Uniform,69,0.2,T,23,91.30434782608695
U2,Uniform,69,0.2,TV,80,83.06531411910676
U2,Uniform,69,0.2,A,29,46.02122015915119
U2,Uniform,69,0.2,AV,87,47.080414681983754
U2,Uniform,69,0.2,AT,96,83.42857142857143
U2,Uniform,69,0.2,ATV,347,84.6539304729095
U2,Uniform,69,0.3,V,46,42.969187675070025
U2,Uniform,69,0.3,T,45,82.47413405308141
U2,Uniform,69,0.3,TV,102,83.42074592074593
U2,Uniform,69,0.3,A,50,44.01906088088757
U2,Uniform,69,0.3,AV,94,52.52607561929595
U2,Uniform,69,0.3,AT,105,89.33083490504036
U2,Uniform,69,0.3,ATV,244,86.92056722550394
U2,Uniform,69,0.4,V,79,50.32104201064025
U2,Uniform,69,0.4,T,78,84.3216358109975
U2,Uniform,69,0.4,TV,96,91.14560366875386
U2,Uniform,69,0.4,A,90,45.781120414446555
U2,Uniform,69,0.4,AV,101,49.410919540229884
U2,Uniform,69,0.4,AT,91,85.76134453781512
U2,Uniform,69,0.4,ATV,151,84.40474332969262
U2,Uniform,69,0.5,V,125,56.474512279157565
U2,Uniform,69,0.5,T,133,89.51000690131124
U2,Uniform,69,0.5,TV,88,76.29249671955148
U2,Uniform,69,0.5,A,123,49.19146168675818
U2,Uniform,69,0.5,AV,77,44.543996050845365
U2,Uniform,69,0.5,AT,70,81.65908373249367
U2,Uniform,69,0.5,ATV,70,81.65564097979619
U2,Uniform,69,0.6,V,151,43.83561643835616
U2,Uniform,69,0.6,T,166,85.2105486483986
U2,Uniform,69,0.6,TV,56,85.54163185742134
U2,Uniform,69,0.6,A,148,46.08488132094943
U2,Uniform,69,0.6,AV,51,39.47975796893519
U2,Uniform,69,0.6,AT,65,84.12698412698413
U2,Uniform,69,0.6,ATV,49,91.3386524822695
U2,Uniform,69,0.7,V,173,48.00558756766195
U2,Uniform,69,0.7,T,194,87.7040620945961
U2,Uniform,69,0.7,TV,53,92.40824534942182
U2,Uniform,69,0.7,A,156,50.75855274360573
U2,Uniform,69,0.7,AV,48,53.42624854819977
U2,Uniform,69,0.7,AT,47,90.40974529346622
U2,Uniform,69,0.7,ATV,15,92.97173414820473
U2,Uniform,70,0.0,V,0,None
U2,Uniform,70,0.0,T,0,None
U2,Uniform,70,0.0,TV,0,None
U2,Uniform,70,0.0,A,0,None
U2,Uniform,70,0.0,AV,0,None
U2,Uniform,70,0.0,AT,0,None
U2,Uniform,70,0.0,ATV,686,87.466490502451
U2,Uniform,70,0.1,V,6,83.80952380952381
U2,Uniform,70,0.1,T,5,100.0
U2,Uniform,70,0.1,TV,64,87.3015873015873
U2,Uniform,70,0.1,A,8,51.94805194805194
U2,Uniform,70,0.1,AV,56,48.43422733077906
U2,Uniform,70,0.1,AT,55,83.25445941026575
U2,Uniform,70,0.1,ATV,492,87.35297539876792
U2,Uniform,70,0.2,V,30,29.02036235369569
U2,Uniform,70,0.2,T,26,87.66603415559771
U2,Uniform,70,0.2,TV,74,88.45018160913533
U2,Uniform,70,0.2,A,25,41.66666666666667
U2,Uniform,70,0.2,AV,93,61.88034188034188
U2,Uniform,70,0.2,AT,85,84.91514770584537
U2,Uniform,70,0.2,ATV,353,85.02368019693361
U2,Uniform,70,0.3,V,63,39.93325917686318
U2,Uniform,70,0.3,T,45,90.0
U2,Uniform,70,0.3,TV,115,81.11812554987884
U2,Uniform,70,0.3,A,44,49.9145299145299
U2,Uniform,70,0.3,AV,98,52.35189106156849
U2,Uniform,70,0.3,AT,86,85.20121951219511
U2,Uniform,70,0.3,ATV,235,87.22615604534423
U2,Uniform,70,0.4,V,70,59.05534627644161
U2,Uniform,70,0.4,T,82,84.15007215007215
U2,Uniform,70,0.4,TV,95,87.54319536928233
U2,Uniform,70,0.4,A,83,49.187993095218786
U2,Uniform,70,0.4,AV,107,50.99994091929576
U2,Uniform,70,0.4,AT,109,84.53426046646386
U2,Uniform,70,0.4,ATV,140,91.92023873238294
U2,Uniform,70,0.5,V,113,58.36248785228376
U2,Uniform,70,0.5,T,118,85.32114624505928
U2,Uniform,70,0.5,TV,84,87.88814066591844
U2,Uniform,70,0.5,A,128,47.96747967479675
U2,Uniform,70,0.5,AV,84,50.21554721179252
U2,Uniform,70,0.5,AT,86,85.67474048442907
U2,Uniform,70,0.5,ATV,73,89.87587338138573
U2,Uniform,70,0.6,V,116,50.2295684113866
U2,Uniform,70,0.6,T,164,87.24708793428495
U2,Uniform,70,0.6,TV,62,81.93785172498164
U2,Uniform,70,0.6,A,150,59.50495982532596
U2,Uniform,70,0.6,AV,75,60.59902484327839
U2,Uniform,70,0.6,AT,80,82.44224659833364
U2,Uniform,70,0.6,ATV,39,86.01398601398603
U2,Uniform,70,0.7,V,194,50.93480014956802
U2,Uniform,70,0.7,T,175,84.35389087563
U2,Uniform,70,0.7,TV,41,88.14979058881497
U2,Uniform,70,0.7,A,176,48.766391479389604
U2,Uniform,70,0.7,AV,35,47.346059113300484
U2,Uniform,70,0.7,AT,54,92.3076923076923
U2,Uniform,70,0.7,ATV,11,100.0
U3,Uniform,66,0.0,V,0,None
U3,Uniform,66,0.0,T,0,None
U3,Uniform,66,0.0,TV,0,None
U3,Uniform,66,0.0,A,0,None
U3,Uniform,66,0.0,AV,0,None
U3,Uniform,66,0.0,AT,0,None
U3,Uniform,66,0.0,ATV,686,86.72044163908976
U3,Uniform,66,0.1,V,8,74.99999999999999
U3,Uniform,66,0.1,T,7,50.0
U3,Uniform,66,0.1,TV,62,88.72111427666984
U3,Uniform,66,0.1,A,7,25.0
U3,Uniform,66,0.1,AV,58,67.33783457921388
U3,Uniform,66,0.1,AT,51,86.32366540563262
U3,Uniform,66,0.1,ATV,493,87.41643943816901
U3,Uniform,66,0.2,V,32,63.985408116735066
U3,Uniform,66,0.2,T,23,67.9040596660734
U3,Uniform,66,0.2,TV,87,90.58823529411765
U3,Uniform,66,0.2,A,21,62.077922077922075
U3,Uniform,66,0.2,AV,96,52.68817204301075
U3,Uniform,66,0.2,AT,82,88.35396833226457
U3,Uniform,66,0.2,ATV,345,84.11570951879774
U3,Uniform,66,0.3,V,41,44.92549484765365
U3,Uniform,66,0.3,T,43,92.70961524204905
U3,Uniform,66,0.3,TV,80,84.23848878394332
U3,Uniform,66,0.3,A,48,59.57446808510638
U3,Uniform,66,0.3,AV,122,53.483728559567446
U3,Uniform,66,0.3,AT,105,84.81786506176749
U3,Uniform,66,0.3,ATV,247,86.00466199136619
U3,Uniform,66,0.4,V,96,52.107932643538255
U3,Uniform,66,0.4,T,71,85.24305555555554
U3,Uniform,66,0.4,TV,102,89.94906621392191
U3,Uniform,66,0.4,A,73,55.60811248623081
U3,Uniform,66,0.4,AV,94,55.003661110393246
U3,Uniform,66,0.4,AT,103,85.4374834787206
U3,Uniform,66,0.4,ATV,147,86.35319636370596
U3,Uniform,66,0.5,V,122,51.78572111322248
U3,Uniform,66,0.5,T,129,89.19308758971499
U3,Uniform,66,0.5,TV,94,88.75553285665646
U3,Uniform,66,0.5,A,102,49.30789375233819
U3,Uniform,66,0.5,AV,85,57.38930419781484
U3,Uniform,66,0.5,AT,80,81.81444377990431
U3,Uniform,66,0.5,ATV,74,87.2034088360619
U3,Uniform,66,0.6,V,161,45.48815446966952
U3,Uniform,66,0.6,T,144,88.18328392364903
U3,Uniform,66,0.6,TV,83,83.22344322344321
U3,Uniform,66,0.6,A,136,57.787640511893
U3,Uniform,66,0.6,AV,66,58.495670995671
U3,Uniform,66,0.6,AT,63,90.09193619849357
U3,Uniform,66,0.6,ATV,33,84.90496766358837
U3,Uniform,66,0.7,V,173,46.77572779353339
U3,Uniform,66,0.7,T,202,87.70229322381955
U3,Uniform,66,0.7,TV,48,86.88127090301003
U3,Uniform,66,0.7,A,168,46.4285531754266
U3,Uniform,66,0.7,AV,41,62.72522522522523
U3,Uniform,66,0.7,AT,38,86.35410921125207
U3,Uniform,66,0.7,ATV,16,93.72549019607843
U3,Uniform,67,0.0,V,0,None
U3,Uniform,67,0.0,T,0,None
U3,Uniform,67,0.0,TV,0,None
U3,Uniform,67,0.0,A,0,None
U3,Uniform,67,0.0,AV,0,None
U3,Uniform,67,0.0,AT,0,None
U3,Uniform,67,0.0,ATV,686,87.38661660891802
U3,Uniform,67,0.1,V,6,33.33333333333333
U3,Uniform,67,0.1,T,7,85.71428571428571
U3,Uniform,67,0.1,TV,59,86.23985498290283
U3,Uniform,67,0.1,A,5,78.09523809523809
U3,Uniform,67,0.1,AV,62,36.64414681363834
U3,Uniform,67,0.1,AT,61,80.02658690594882
U3,Uniform,67,0.1,ATV,486,87.16787314613762
U3,Uniform,67,0.2,V,24,71.36363636363637
U3,Uniform,67,0.2,T,16,85.71428571428571
U3,Uniform,67,0.2,TV,85,86.66556963413964
U3,Uniform,67,0.2,A,19,37.5
U3,Uniform,67,0.2,AV,93,44.06059198826367
U3,Uniform,67,0.2,AT,80,89.325746799431
U3,Uniform,67,0.2,ATV,369,87.70869732369545
U3,Uniform,67,0.3,V,53,52.23376623376622
U3,Uniform,67,0.3,T,58,84.07061024082302
U3,Uniform,67,0.3,TV,93,86.56481227733624
U3,Uniform,67,0.3,A,49,45.617563264622085
U3,Uniform,67,0.3,AV,103,54.545454545454554
U3,Uniform,67,0.3,AT,97,93.70574162679426
U3,Uniform,67,0.3,ATV,233,82.95098247854153
U3,Uniform,67,0.4,V,94,48.888888888888886
U3,Uniform,67,0.4,T,90,86.36363636363636
U3,Uniform,67,0.4,TV,85,86.59206391165154
U3,Uniform,67,0.4,A,79,50.66666666666667
U3,Uniform,67,0.4,AV,92,53.22899640054742
U3,Uniform,67,0.4,AT,93,81.05166685760109
U3,Uniform,67,0.4,ATV,153,84.36397115237074
U3,Uniform,67,0.5,V,120,54.09125795673886
U3,Uniform,67,0.5,T,110,82.44897959183673
U3,Uniform,67,0.5,TV,85,88.33474218089603
U3,Uniform,67,0.5,A,125,37.656057675400035
U3,Uniform,67,0.5,AV,85,50.19480519480519
U3,Uniform,67,0.5,AT,81,82.62891435059143
U3,Uniform,67,0.5,ATV,80,88.04782596184282
U3,Uniform,67,0.6,V,161,46.968243054348726
U3,Uniform,67,0.6,T,153,83.76765144776789
U3,Uniform,67,0.6,TV,58,91.52551383882526
U3,Uniform,67,0.6,A,148,43.340484182284385
U3,Uniform,67,0.6,AV,65,46.82306940371457
U3,Uniform,67,0.6,AT,68,91.12721277334259
U3,Uniform,67,0.6,ATV,33,83.66228070175438
U3,Uniform,67,0.7,V,187,53.77906219896378
U3,Uniform,67,0.7,T,171,86.6020508554563
U3,Uniform,67,0.7,TV,41,73.68421052631578
U3,Uniform,67,0.7,A,168,45.416159671648835
U3,Uniform,67,0.7,AV,55,48.096132502347814
U3,Uniform,67,0.7,AT,46,95.47348484848487
U3,Uniform,67,0.7,ATV,18,94.42724458204333
U3,Uniform,68,0.0,V,0,None
U3,Uniform,68,0.0,T,0,None
U3,Uniform,68,0.0,TV,0,None
U3,Uniform,68,0.0,A,0,None
U3,Uniform,68,0.0,AV,0,None
U3,Uniform,68,0.0,AT,0,None
U3,Uniform,68,0.0,ATV,686,87.74958571752225
U3,Uniform,68,0.1,V,3,100.0
U3,Uniform,68,0.1,T,8,73.33333333333334
U3,Uniform,68,0.1,TV,75,90.12499752382084
U3,Uniform,68,0.1,A,4,66.66666666666666
U3,Uniform,68,0.1,AV,57,35.00248990206385
U3,Uniform,68,0.1,AT,50,87.12605983042712
U3,Uniform,68,0.1,ATV,489,86.45065650977665
U3,Uniform,68,0.2,V,29,46.85598377281947
U3,Uniform,68,0.2,T,19,78.94736842105263
U3,Uniform,68,0.2,TV,97,83.64491367188401
U3,Uniform,68,0.2,A,25,53.027950310559014
U3,Uniform,68,0.2,AV,91,58.07552805632601
U3,Uniform,68,0.2,AT,83,91.08692176895464
U3,Uniform,68,0.2,ATV,342,85.45869929339977
U3,Uniform,68,0.3,V,41,48.45651872078493
U3,Uniform,68,0.3,T,63,86.29624909731957
U3,Uniform,68,0.3,TV,102,85.51320311086995
U3,Uniform,68,0.3,A,49,60.406334986402165
U3,Uniform,68,0.3,AV,97,54.54972759320585
U3,Uniform,68,0.3,AT,96,89.24731182795699
U3,Uniform,68,0.3,ATV,238,86.35801414974016
U3,Uniform,68,0.4,V,70,48.36923076923077
U3,Uniform,68,0.4,T,68,92.19322344322345
U3,Uniform,68,0.4,TV,108,89.24365959937049
U3,Uniform,68,0.4,A,87,52.47824095281723
U3,Uniform,68,0.4,AV,92,49.90106706239842
U3,Uniform,68,0.4,AT,96,84.90126281888296
U3,Uniform,68,0.4,ATV,165,88.51514054415868
U3,Uniform,68,0.5,V,105,53.29939163826207
U3,Uniform,68,0.5,T,117,86.20689655172413
U3,Uniform,68,0.5,TV,90,87.0755270744893
U3,Uniform,68,0.5,A,116,48.649818244763715
U3,Uniform,68,0.5,AV,88,52.942836303233264
U3,Uniform,68,0.5,AT,92,86.29227914942201
U3,Uniform,68,0.5,ATV,78,85.47553093259464
U3,Uniform,68,0.6,V,152,55.690073267198336
U3,Uniform,68,0.6,T,150,84.95555902073912
U3,Uniform,68,0.6,TV,67,88.93991282689913
U3,Uniform,68,0.6,A,154,49.27122173260375
U3,Uniform,68,0.6,AV,52,55.48103990726943
U3,Uniform,68,0.6,AT,73,87.10342611794259
U3,Uniform,68,0.6,ATV,38,97.35104452253157
U3,Uniform,68,0.7,V,203,46.20334620334621
U3,Uniform,68,0.7,T,137,87.88657149696596
U3,Uniform,68,0.7,TV,44,81.13165266106444
U3,Uniform,68,0.7,A,188,49.998739895070315
U3,Uniform,68,0.7,AV,46,57.90514496396849
U3,Uniform,68,0.7,AT,46,88.69149718206323
U3,Uniform,68,0.7,ATV,22,81.81818181818183
U3,Uniform,69,0.0,V,0,None
U3,Uniform,69,0.0,T,0,None
U3,Uniform,69,0.0,TV,0,None
U3,Uniform,69,0.0,A,0,None
U3,Uniform,69,0.0,AV,0,None
U3,Uniform,69,0.0,AT,0,None
U3,Uniform,69,0.0,ATV,686,87.20121463804566
U3,Uniform,69,0.1,V,7,79.12087912087912
U3,Uniform,69,0.1,T,7,83.80952380952381
U3,Uniform,69,0.1,TV,52,83.6734693877551
U3,Uniform,69,0.1,A,9,57.692307692307686
U3,Uniform,69,0.1,AV,58,47.80623973727422
U3,Uniform,69,0.1,AT,49,85.23954116059379
U3,Uniform,69,0.1,ATV,504,86.7436103071934
U3,Uniform,69,0.2,V,24,45.546737213403894
U3,Uniform,69,0.2,T,23,91.30434782608695
U3,Uniform,69,0.2,TV,80,83.06531411910676
U3,Uniform,69,0.2,A,29,46.02122015915119
U3,Uniform,69,0.2,AV,87,47.080414681983754
U3,Uniform,69,0.2,AT,96,83.42857142857143
U3,Uniform,69,0.2,ATV,347,84.6539304729095
U3,Uniform,69,0.3,V,46,42.969187675070025
U3,Uniform,69,0.3,T,45,82.47413405308141
U3,Uniform,69,0.3,TV,102,83.42074592074593
U3,Uniform,69,0.3,A,50,44.01906088088757
U3,Uniform,69,0.3,AV,94,52.52607561929595
U3,Uniform,69,0.3,AT,105,89.33083490504036
U3,Uniform,69,0.3,ATV,244,86.92056722550394
U3,Uniform,69,0.4,V,79,50.32104201064025
U3,Uniform,69,0.4,T,78,84.3216358109975
U3,Uniform,69,0.4,TV,96,91.14560366875386
U3,Uniform,69,0.4,A,90,45.781120414446555
U3,Uniform,69,0.4,AV,101,49.410919540229884
U3,Uniform,69,0.4,AT,91,85.76134453781512
U3,Uniform,69,0.4,ATV,151,84.40474332969262
U3,Uniform,69,0.5,V,125,56.474512279157565
U3,Uniform,69,0.5,T,133,89.51000690131124
U3,Uniform,69,0.5,TV,88,76.29249671955148
U3,Uniform,69,0.5,A,123,49.19146168675818
U3,Uniform,69,0.5,AV,77,44.543996050845365
U3,Uniform,69,0.5,AT,70,81.65908373249367
U3,Uniform,69,0.5,ATV,70,81.65564097979619
U3,Uniform,69,0.6,V,151,43.83561643835616
U3,Uniform,69,0.6,T,166,85.2105486483986
U3,Uniform,69,0.6,TV,56,85.54163185742134
U3,Uniform,69,0.6,A,148,46.08488132094943
U3,Uniform,69,0.6,AV,51,39.47975796893519
U3,Uniform,69,0.6,AT,65,84.12698412698413
U3,Uniform,69,0.6,ATV,49,91.3386524822695
U3,Uniform,69,0.7,V,173,48.00558756766195
U3,Uniform,69,0.7,T,194,87.7040620945961
U3,Uniform,69,0.7,TV,53,92.40824534942182
U3,Uniform,69,0.7,A,156,50.75855274360573
U3,Uniform,69,0.7,AV,48,53.42624854819977
U3,Uniform,69,0.7,AT,47,90.40974529346622
U3,Uniform,69,0.7,ATV,15,92.97173414820473
U3,Uniform,70,0.0,V,0,None
U3,Uniform,70,0.0,T,0,None
U3,Uniform,70,0.0,TV,0,None
U3,Uniform,70,0.0,A,0,None
U3,Uniform,70,0.0,AV,0,None
U3,Uniform,70,0.0,AT,0,None
U3,Uniform,70,0.0,ATV,686,87.466490502451
U3,Uniform,70,0.1,V,6,83.80952380952381
U3,Uniform,70,0.1,T,5,100.0
U3,Uniform,70,0.1,TV,64,87.3015873015873
U3,Uniform,70,0.1,A,8,51.94805194805194
U3,Uniform,70,0.1,AV,56,48.43422733077906
U3,Uniform,70,0.1,AT,55,83.25445941026575
U3,Uniform,70,0.1,ATV,492,87.35297539876792
U3,Uniform,70,0.2,V,30,29.02036235369569
U3,Uniform,70,0.2,T,26,87.66603415559771
U3,Uniform,70,0.2,TV,74,88.45018160913533
U3,Uniform,70,0.2,A,25,41.66666666666667
U3,Uniform,70,0.2,AV,93,61.88034188034188
U3,Uniform,70,0.2,AT,85,84.91514770584537
U3,Uniform,70,0.2,ATV,353,85.02368019693361
U3,Uniform,70,0.3,V,63,39.93325917686318
U3,Uniform,70,0.3,T,45,90.0
U3,Uniform,70,0.3,TV,115,81.11812554987884
U3,Uniform,70,0.3,A,44,49.9145299145299
U3,Uniform,70,0.3,AV,98,52.35189106156849
U3,Uniform,70,0.3,AT,86,85.20121951219511
U3,Uniform,70,0.3,ATV,235,87.22615604534423
U3,Uniform,70,0.4,V,70,59.05534627644161
U3,Uniform,70,0.4,T,82,84.15007215007215
U3,Uniform,70,0.4,TV,95,87.54319536928233
U3,Uniform,70,0.4,A,83,49.187993095218786
U3,Uniform,70,0.4,AV,107,50.99994091929576
U3,Uniform,70,0.4,AT,109,84.53426046646386
U3,Uniform,70,0.4,ATV,140,91.92023873238294
U3,Uniform,70,0.5,V,113,58.36248785228376
U3,Uniform,70,0.5,T,118,85.32114624505928
U3,Uniform,70,0.5,TV,84,87.88814066591844
U3,Uniform,70,0.5,A,128,47.96747967479675
U3,Uniform,70,0.5,AV,84,50.21554721179252
U3,Uniform,70,0.5,AT,86,85.67474048442907
U3,Uniform,70,0.5,ATV,73,89.87587338138573
U3,Uniform,70,0.6,V,116,50.2295684113866
U3,Uniform,70,0.6,T,164,87.24708793428495
U3,Uniform,70,0.6,TV,62,81.93785172498164
U3,Uniform,70,0.6,A,150,59.50495982532596
U3,Uniform,70,0.6,AV,75,60.59902484327839
U3,Uniform,70,0.6,AT,80,82.44224659833364
U3,Uniform,70,0.6,ATV,39,86.01398601398603
U3,Uniform,70,0.7,V,194,50.93480014956802
U3,Uniform,70,0.7,T,175,84.35389087563
U3,Uniform,70,0.7,TV,41,88.14979058881497
U3,Uniform,70,0.7,A,176,48.766391479389604
U3,Uniform,70,0.7,AV,35,47.346059113300484
U3,Uniform,70,0.7,AT,54,92.3076923076923
U3,Uniform,70,0.7,ATV,11,100.0
U1,Soft,66,0.0,V,0,None
U1,Soft,66,0.0,T,0,None
U1,Soft,66,0.0,TV,0,None
U1,Soft,66,0.0,A,0,None
U1,Soft,66,0.0,AV,0,None
U1,Soft,66,0.0,AT,0,None
U1,Soft,66,0.0,ATV,686,86.72044163908976
U1,Soft,66,0.1,V,8,74.99999999999999
U1,Soft,66,0.1,T,7,50.0
U1,Soft,66,0.1,TV,62,88.72111427666984
U1,Soft,66,0.1,A,7,25.0
U1,Soft,66,0.1,AV,58,70.94757094757095
U1,Soft,66,0.1,AT,51,86.32366540563262
U1,Soft,66,0.1,ATV,493,87.41643943816901
U1,Soft,66,0.2,V,32,61.269841269841265
U1,Soft,66,0.2,T,23,67.9040596660734
U1,Soft,66,0.2,TV,87,90.58823529411765
U1,Soft,66,0.2,A,21,62.077922077922075
U1,Soft,66,0.2,AV,96,52.68817204301075
U1,Soft,66,0.2,AT,82,88.35396833226457
U1,Soft,66,0.2,ATV,345,84.11570951879774
U1,Soft,66,0.3,V,41,47.26207556193211
U1,Soft,66,0.3,T,43,92.70961524204905
U1,Soft,66,0.3,TV,80,84.23848878394332
U1,Soft,66,0.3,A,48,64.05943937858831
U1,Soft,66,0.3,AV,122,53.52666005143679
U1,Soft,66,0.3,AT,105,84.81786506176749
U1,Soft,66,0.3,ATV,247,86.00466199136619
U1,Soft,66,0.4,V,96,52.107932643538255
U1,Soft,66,0.4,T,71,85.24305555555554
U1,Soft,66,0.4,TV,102,89.94906621392191
U1,Soft,66,0.4,A,73,55.60811248623081
U1,Soft,66,0.4,AV,94,57.32684675457688
U1,Soft,66,0.4,AT,103,85.4374834787206
U1,Soft,66,0.4,ATV,147,86.35319636370596
U1,Soft,66,0.5,V,122,51.78572111322248
U1,Soft,66,0.5,T,129,89.19308758971499
U1,Soft,66,0.5,TV,94,88.75553285665646
U1,Soft,66,0.5,A,102,50.24994819861328
U1,Soft,66,0.5,AV,85,57.38930419781484
U1,Soft,66,0.5,AT,80,81.81444377990431
U1,Soft,66,0.5,ATV,74,87.2034088360619
U1,Soft,66,0.6,V,161,45.34325889164599
U1,Soft,66,0.6,T,144,88.18328392364903
